date,P_Kweek_-20_Kday_44_ETE_53_ORD_55_EXT_61_E2Ekor_61_EXTkor_51_DIFF_24,a,b,c,d,e,f,g,h,i,j
Sun Jun 07 18:00:00 UTC 2026,-433.2901124490313,0.8160099999513477,44.406653274805194,144.4066532748052,null,344.4066532748052,null,null,null,862.3360099999514
Sun Jun 07 19:00:00 UTC 2026,-422.24725530617195,0.8160099999513477,39.93004508767066,139.93004508767066,null,339.9300450876707,null,null,null,860.2960099999514
Sun Jun 07 20:00:00 UTC 2026,-352.83501040821363,0.8160099999513477,35.45343690053616,135.45343690053613,null,335.4534369005361,null,null,null,858.2560099999513
Sun Jun 07 11:00:00 UTC 2026,-384.38603081637336,0.8160099999513477,30.97682871340163,130.97682871340166,null,330.97682871340163,null,null,null,856.2160099999514
Sun Jun 07 12:00:00 UTC 2026,-384.38603081637336,0.8160099999513477,26.500220526267157,126.50022052626713,null,326.5002205262671,null,null,null,854.1760099999514
Sun Jun 07 13:00:00 UTC 2026,-384.38603081637336,0.8160099999513477,22.023612339132654,122.02361233913265,null,322.0236123391327,null,null,null,852.1360099999514
Sun Jun 07 14:00:00 UTC 2026,-384.38603081637336,0.8160099999513477,17.547004151998124,117.54700415199812,null,317.54700415199807,null,null,null,850.0960099999513
Sun Jun 07 15:00:00 UTC 2026,-384.38603081637336,0.8160099999513477,13.070395964863678,113.07039596486365,null,313.07039596486356,null,null,null,848.0560099999514
Sun Jun 07 16:00:00 UTC 2026,-384.38603081637336,0.8160099999513477,8.59378777772912,108.59378777772912,null,308.5937877777291,null,null,null,846.0160099999514
Sun Jun 07 17:00:00 UTC 2026,-384.38603081637336,0.8160099999513477,4.117179590594674,104.11717959059467,null,304.1171795905947,null,null,null,843.9760099999513
Sun Jun 07 18:00:00 UTC 2026,-384.38603081637336,0.8160099999513477,-0.35942859653988535,99.64057140346014,null,299.64057140346006,null,null,null,841.9360099999514
Sun Jun 07 19:00:00 UTC 2026,-384.38603081637336,0.8160099999513477,-4.836036783674388,95.16396321632561,null,295.16396321632556,null,null,null,839.8960099999513
Sun Jun 07 20:00:00 UTC 2026,-384.38603081637336,0.8160099999513477,-9.31264497080889,90.68735502919114,null,290.6873550291911,null,null,null,837.8560099999514
Sun Jun 07 21:00:00 UTC 2026,-756.6880716327032,-64.18399000004865,-13.789253157943335,86.21074684205666,null,286.21074684205666,null,null,null,835.8160099999513
Sun Jun 07 22:00:00 UTC 2026,-237.67378591841657,-13.183990000048652,-18.265861345077894,81.7341386549221,null,281.73413865492205,null,null,null,null
Sun Jun 07 23:00:00 UTC 2026,-438.0227655102517,-49.18399000004865,-22.742469532212397,77.2575304677876,null,277.25753046778755,null,null,null,null
Mon Jun 08 00:00:00 UTC 2026,-329.17174510209384,-44.18399000004865,-27.219077719346842,72.7809222806531,null,272.78092228065316,null,null,null,null
Mon Jun 08 01:00:00 UTC 2026,-463.26358183678997,-43.18399000004865,-31.6956859064814,68.30431409351866,null,268.30431409351866,null,null,null,null
Mon Jun 08 02:00:00 UTC 2026,-438.0227655102517,-62.18399000004865,-36.1722940936159,63.8277059063841,null,263.82770590638404,null,null,null,null
Mon Jun 08 03:00:00 UTC 2026,-438.0227655102517,-66.18399000004865,-40.64890228075046,59.351097719249594,null,259.35109771924954,null,null,null,null
Mon Jun 08 04:00:00 UTC 2026,-439.60031653067017,-59.18399000004865,-45.12551046788491,54.87448953211515,null,254.87448953211515,null,null,null,null
Mon Jun 08 05:00:00 UTC 2026,-441.17786755107136,-65.18399000004865,-49.60211865501941,50.39788134498059,null,250.39788134498062,null,null,null,null
Sun Jun 07 22:00:00 UTC 2026,-609.9758267347466,-75.18399000004865,-54.07872684215391,45.92127315784609,null,245.92127315784606,null,null,null,null
Sun Jun 07 23:00:00 UTC 2026,-433.2901124490313,-37.18399000004865,-58.555335029288415,41.444664970711585,null,241.44466497071159,null,null,null,null
