date,P_Kweek_-39_Kday_-28_ETE_72_ORD_72_EXT_87_E2Ekor_86_EXTkor_72_DIFF_26,a,b,c,d,e
Thu Mar 26 03:00:00 UTC 2026,-780.9965499999962,null,null,-267.54757040815946,null,null
Thu Mar 26 04:00:00 UTC 2026,-649.9965499999962,null,null,-302.42512142856765,null,null
Thu Mar 26 05:00:00 UTC 2026,-720.9965499999962,null,null,-337.3026724489758,null,null
Thu Mar 26 06:00:00 UTC 2026,-870.9965499999962,null,null,-372.1802234693839,null,null
Thu Mar 26 07:00:00 UTC 2026,-589.9965499999962,null,null,-407.0577744897921,null,null
Thu Mar 26 08:00:00 UTC 2026,-782.9965499999962,null,null,-441.9353255102003,null,null
Thu Mar 26 09:00:00 UTC 2026,-780.9965499999962,null,null,-476.8128765306085,null,null
Thu Mar 26 10:00:00 UTC 2026,-659.9965499999962,null,null,-511.6904275510165,null,null
Thu Mar 26 11:00:00 UTC 2026,-555.9965499999962,null,null,-546.5679785714246,null,null
Thu Mar 26 12:00:00 UTC 2026,-495.9965499999962,null,null,-581.445529591833,null,null
Thu Mar 26 13:00:00 UTC 2026,-815.9965499999962,null,null,-616.3230806122411,null,null
Thu Mar 26 14:00:00 UTC 2026,-1051.9965499999962,null,null,-651.2006316326493,null,null
Thu Mar 26 15:00:00 UTC 2026,-904.9965499999962,null,null,-686.0781826530574,null,null
Thu Mar 26 16:00:00 UTC 2026,-918.9965499999962,null,null,-720.9557336734656,null,null
Thu Mar 26 17:00:00 UTC 2026,-989.9965499999962,null,null,-755.8332846938738,null,null
Thu Mar 26 18:00:00 UTC 2026,-1075.9965499999962,null,null,-790.7108357142819,null,null
Thu Mar 26 19:00:00 UTC 2026,-1241.9965499999962,null,null,-825.5883867346901,null,null
Thu Mar 26 20:00:00 UTC 2026,-864.9965499999962,null,null,-860.4659377550981,null,null
Thu Mar 26 21:00:00 UTC 2026,-1123.9965499999962,null,null,-895.3434887755064,null,null
Thu Mar 26 22:00:00 UTC 2026,-1245.9965499999962,null,null,-930.2210397959146,null,null
Thu Mar 26 23:00:00 UTC 2026,-1187.9965499999962,null,null,-965.0985908163226,null,null
Fri Mar 27 00:00:00 UTC 2026,-1054.9965499999962,null,null,-999.976141836731,null,null
Fri Mar 27 01:00:00 UTC 2026,-1350.9965499999962,null,null,-1034.853692857139,null,null
Fri Mar 27 02:00:00 UTC 2026,-1350.9965499999962,null,null,-1069.731243877547,null,null
Fri Mar 27 03:00:00 UTC 2026,-1353.9965499999962,null,null,-1104.6087948979552,null,null
Fri Mar 27 04:00:00 UTC 2026,-1197.9965499999962,null,null,-1139.4863459183634,null,null
Fri Mar 27 05:00:00 UTC 2026,-1325.9965499999962,null,null,-1174.3638969387716,null,null
Fri Mar 27 06:00:00 UTC 2026,-1086.9965499999962,null,null,-1209.2414479591798,null,null
Fri Mar 27 07:00:00 UTC 2026,-1044.9965499999962,null,null,-1244.118998979588,null,null
Fri Mar 27 08:00:00 UTC 2026,-1478.9965499999962,null,-1378.9965499999962,-1278.9965499999962,null,null
Fri Mar 27 09:00:00 UTC 2026,-1250.9965499999962,null,-1365.3490090163898,-1265.3490090163896,null,null
Fri Mar 27 10:00:00 UTC 2026,-966.9965499999962,null,-1351.701468032783,-1251.7014680327832,null,null
Fri Mar 27 11:00:00 UTC 2026,-773.9965499999962,null,-1338.0539270491765,-1238.0539270491765,null,null
Fri Mar 27 12:00:00 UTC 2026,-819.9965499999962,null,-1324.40638606557,-1224.40638606557,null,null
Fri Mar 27 13:00:00 UTC 2026,-947.9965499999962,null,-1310.7588450819635,-1210.7588450819635,null,null
Fri Mar 27 14:00:00 UTC 2026,-1002.9965499999962,null,-1297.1113040983566,-1197.1113040983569,null,null
Fri Mar 27 15:00:00 UTC 2026,-1280.9965499999962,null,-1283.4637631147505,-1183.4637631147505,null,null
Fri Mar 27 16:00:00 UTC 2026,-1315.9965499999962,null,-1269.8162221311436,-1169.8162221311436,null,null
Fri Mar 27 17:00:00 UTC 2026,-718.9965499999962,null,-1256.1686811475372,-1156.1686811475372,null,null
Fri Mar 27 18:00:00 UTC 2026,-1161.9965499999962,null,-1242.5211401639308,-1142.5211401639306,null,null
Fri Mar 27 19:00:00 UTC 2026,-1036.9965499999962,null,-1228.8735991803242,-1128.873599180324,null,null
Fri Mar 27 20:00:00 UTC 2026,-889.9965499999962,null,-1215.2260581967175,-1115.2260581967175,null,null
Fri Mar 27 21:00:00 UTC 2026,-889.9965499999962,null,-1201.578517213111,-1101.578517213111,null,null
Fri Mar 27 22:00:00 UTC 2026,-889.9965499999962,null,-1187.9309762295045,-1087.9309762295043,null,null
Fri Mar 27 23:00:00 UTC 2026,-889.9965499999962,null,-1174.2834352458976,-1074.2834352458979,null,null
Sat Mar 28 00:00:00 UTC 2026,-889.9965499999962,null,-1160.6358942622912,-1060.6358942622912,null,null
Sat Mar 28 01:00:00 UTC 2026,-889.9965499999962,null,-1146.9883532786848,-1046.9883532786846,null,null
Sat Mar 28 02:00:00 UTC 2026,-889.9965499999962,null,-1133.3408122950782,-1033.3408122950782,null,null
Sat Mar 28 03:00:00 UTC 2026,-889.9965499999962,null,-1119.6932713114718,-1019.6932713114718,null,null
Sat Mar 28 04:00:00 UTC 2026,-889.9965499999962,null,-1106.0457303278652,-1006.045730327865,null,null
Sat Mar 28 05:00:00 UTC 2026,-889.9965499999962,null,-1092.3981893442585,-992.3981893442584,null,null
Sat Mar 28 06:00:00 UTC 2026,-889.9965499999962,null,-1078.750648360652,-978.750648360652,null,null
Sat Mar 28 07:00:00 UTC 2026,-889.9965499999962,null,-1065.1031073770455,-965.1031073770454,null,null
Sat Mar 28 08:00:00 UTC 2026,-889.9965499999962,null,-1051.4555663934389,-951.4555663934387,null,null
Sat Mar 28 09:00:00 UTC 2026,-889.9965499999962,null,-1037.8080254098322,-937.8080254098323,null,null
Sat Mar 28 10:00:00 UTC 2026,-889.9965499999962,null,-1024.1604844262256,-924.1604844262257,null,null
Sat Mar 28 11:00:00 UTC 2026,-889.9965499999962,null,-1010.5129434426192,-910.5129434426192,null,null
Sat Mar 28 12:00:00 UTC 2026,-889.9965499999962,null,-996.8654024590124,-896.8654024590126,null,null
Sat Mar 28 13:00:00 UTC 2026,-889.9965499999962,null,-983.2178614754059,-883.2178614754059,null,null
Sat Mar 28 14:00:00 UTC 2026,-889.9965499999962,null,-969.5703204917995,-869.5703204917994,null,null
Sat Mar 28 15:00:00 UTC 2026,-889.9965499999962,null,-955.9227795081929,-855.922779508193,null,null
Sat Mar 28 16:00:00 UTC 2026,-889.9965499999962,null,-942.2752385245865,-842.2752385245865,null,null
Sat Mar 28 17:00:00 UTC 2026,-889.9965499999962,null,-928.6276975409799,-828.6276975409799,null,null
Sat Mar 28 18:00:00 UTC 2026,-889.9965499999962,null,-914.9801565573733,-814.9801565573733,null,null
Sat Mar 28 19:00:00 UTC 2026,-889.9965499999962,null,-901.3326155737667,-801.3326155737668,null,null
Sat Mar 28 20:00:00 UTC 2026,-889.9965499999962,null,-887.6850745901602,-787.6850745901601,null,null
Sat Mar 28 21:00:00 UTC 2026,-889.9965499999962,null,-874.0375336065536,-774.0375336065536,null,null
Sat Mar 28 22:00:00 UTC 2026,-889.9965499999962,null,-860.3899926229469,-760.389992622947,null,null
Sat Mar 28 23:00:00 UTC 2026,-889.9965499999962,null,-846.7424516393404,-746.7424516393404,null,null
Sun Mar 29 00:00:00 UTC 2026,-889.9965499999962,null,-833.0949106557339,-733.0949106557339,null,null
Sun Mar 29 01:00:00 UTC 2026,-889.9965499999962,null,-819.4473696721274,-719.4473696721274,null,null
Sun Mar 29 02:00:00 UTC 2026,-889.9965499999962,null,-805.7998286885207,-705.7998286885206,null,null
Sun Mar 29 03:00:00 UTC 2026,-889.9965499999962,null,-792.1522877049143,-692.1522877049142,null,null
Sun Mar 29 04:00:00 UTC 2026,-889.9965499999962,null,-778.5047467213077,-678.5047467213077,null,null
Sun Mar 29 05:00:00 UTC 2026,-889.9965499999962,null,-764.8572057377012,-664.8572057377012,null,null
Sun Mar 29 06:00:00 UTC 2026,-889.9965499999962,null,-751.2096647540945,-651.2096647540945,null,null
Sun Mar 29 07:00:00 UTC 2026,-889.9965499999962,null,-737.562123770488,-637.562123770488,null,null
Sun Mar 29 08:00:00 UTC 2026,-889.9965499999962,null,-723.9145827868815,-623.9145827868815,null,null
Sun Mar 29 09:00:00 UTC 2026,-889.9965499999962,null,-710.2670418032749,-610.2670418032749,null,null
Sun Mar 29 10:00:00 UTC 2026,-889.9965499999962,null,-696.6195008196684,-596.6195008196682,null,null
Sun Mar 29 11:00:00 UTC 2026,-889.9965499999962,null,-682.9719598360617,-582.9719598360617,null,null
Sun Mar 29 12:00:00 UTC 2026,-889.9965499999962,null,-669.3244188524552,-569.3244188524552,null,null
Sun Mar 29 13:00:00 UTC 2026,-889.9965499999962,null,-655.6768778688486,-555.6768778688486,null,null
Sun Mar 29 14:00:00 UTC 2026,-889.9965499999962,null,-642.0293368852421,-542.0293368852421,null,null
Sun Mar 29 15:00:00 UTC 2026,-889.9965499999962,null,-628.3817959016355,-528.3817959016357,null,null
Sun Mar 29 16:00:00 UTC 2026,-889.9965499999962,null,-614.7342549180291,-514.7342549180291,null,null
Sun Mar 29 17:00:00 UTC 2026,-889.9965499999962,null,-601.0867139344225,-501.08671393442245,null,null
Sun Mar 29 18:00:00 UTC 2026,-889.9965499999962,null,-587.439172950816,-487.43917295081593,null,null
Sun Mar 29 19:00:00 UTC 2026,-889.9965499999962,null,-573.7916319672094,-473.79163196720936,null,null
Sun Mar 29 20:00:00 UTC 2026,-889.9965499999962,null,-560.1440909836028,-460.1440909836027,null,null
Sun Mar 29 21:00:00 UTC 2026,-1231.9965499999962,null,-546.4965499999962,-446.4965499999962,null,null
Sun Mar 29 22:00:00 UTC 2026,-856.9965499999962,null,-532.8490090163896,-432.8490090163897,null,null
Sun Mar 29 23:00:00 UTC 2026,-972.9965499999962,null,-519.201468032783,-419.20146803278305,null,null
Mon Mar 30 00:00:00 UTC 2026,-952.9965499999962,null,-505.5539270491764,-405.5539270491765,null,null
Mon Mar 30 01:00:00 UTC 2026,-822.9965499999962,null,-491.9063860655699,-391.9063860655699,null,null
Mon Mar 30 02:00:00 UTC 2026,-662.9965499999962,null,-478.25884508196344,-378.2588450819634,null,null
Mon Mar 30 03:00:00 UTC 2026,-1032.9965499999962,null,-464.6113040983568,-364.61130409835687,null,null
Mon Mar 30 04:00:00 UTC 2026,-868.9965499999962,null,-450.96376311475035,-350.96376311475024,null,null
Mon Mar 30 05:00:00 UTC 2026,-1041.9965499999962,null,-437.3162221311437,-337.3162221311437,null,null
Mon Mar 30 06:00:00 UTC 2026,-1126.9965499999962,null,-423.6686811475372,-323.6686811475372,null,null
Mon Mar 30 07:00:00 UTC 2026,-1173.9965499999962,null,-410.0211401639307,-310.0211401639307,null,null
Mon Mar 30 08:00:00 UTC 2026,-1178.9965499999962,null,-396.37359918032405,-296.3735991803241,null,null
Mon Mar 30 09:00:00 UTC 2026,-1135.9965499999962,null,-382.7260581967176,-282.7260581967175,null,null
Mon Mar 30 10:00:00 UTC 2026,-1040.9965499999962,null,-369.07851721311096,-269.0785172131109,null,null
Mon Mar 30 11:00:00 UTC 2026,-1278.9965499999962,null,-355.4309762295043,-255.43097622950438,null,null
Mon Mar 30 12:00:00 UTC 2026,-1166.9965499999962,null,-341.78343524589786,-241.7834352458978,null,null
Mon Mar 30 13:00:00 UTC 2026,-1226.9965499999962,null,-328.13589426229134,-228.13589426229132,null,null
Mon Mar 30 14:00:00 UTC 2026,-1213.9965499999962,null,-314.4883532786847,-214.4883532786847,null,null
Mon Mar 30 15:00:00 UTC 2026,-1158.9965499999962,null,-300.8408122950782,-200.84081229507814,null,null
Mon Mar 30 16:00:00 UTC 2026,-802.9965499999962,null,-287.19327131147156,-187.19327131147165,null,null
Mon Mar 30 17:00:00 UTC 2026,-818.9965499999962,null,-273.54573032786504,-173.54573032786504,null,null
Mon Mar 30 18:00:00 UTC 2026,-1176.9965499999962,null,-259.89818934425847,-159.89818934425847,null,null
Mon Mar 30 19:00:00 UTC 2026,-1098.9965499999962,null,-246.25064836065195,-146.25064836065195,null,null
Mon Mar 30 20:00:00 UTC 2026,-845.9965499999962,null,-232.6031073770454,-132.60310737704538,null,null
Mon Mar 30 21:00:00 UTC 2026,-909.9965499999962,null,-218.95556639343883,-118.95556639343886,null,null
Mon Mar 30 22:00:00 UTC 2026,-1030.9965499999962,null,-205.30802540983225,-105.30802540983223,null,null
Mon Mar 30 23:00:00 UTC 2026,-894.9965499999962,null,-191.6604844262257,-91.66048442622571,null,null
Tue Mar 31 00:00:00 UTC 2026,-809.9965499999962,null,-178.01294344261913,-78.01294344261913,null,null
Tue Mar 31 01:00:00 UTC 2026,-392.9965499999962,null,-164.36540245901264,-64.36540245901261,null,null
Tue Mar 31 02:00:00 UTC 2026,-794.9965499999962,null,-150.71786147540607,-50.71786147540604,null,null
Tue Mar 31 03:00:00 UTC 2026,-878.9965499999962,null,-137.0703204917995,-37.070320491799464,null,null
Tue Mar 31 04:00:00 UTC 2026,-785.9965499999962,null,-123.42277950819292,-23.422779508192946,null,null
Tue Mar 31 05:00:00 UTC 2026,-518.9965499999962,null,-109.77523852458634,-9.77523852458637,null,null
Tue Mar 31 06:00:00 UTC 2026,-567.9965499999962,null,-96.12769754097982,3.8723024590201476,null,null
Tue Mar 31 07:00:00 UTC 2026,-605.9965499999962,null,-82.48015655737328,17.51984344262678,null,null
Tue Mar 31 08:00:00 UTC 2026,-541.9965499999962,null,-68.8326155737667,31.167384426233298,null,null
Tue Mar 31 09:00:00 UTC 2026,-724.9965499999962,null,-55.185074590160156,44.814925409839816,null,null
Tue Mar 31 10:00:00 UTC 2026,-647.9965499999962,null,-41.53753360655358,58.46246639344645,null,null
Tue Mar 31 11:00:00 UTC 2026,-670.9965499999962,null,-27.889992622947005,72.110007377053,null,null
Tue Mar 31 12:00:00 UTC 2026,-735.9965499999962,null,-14.242451639340487,85.75754836065951,null,null
Tue Mar 31 13:00:00 UTC 2026,-422.9965499999962,null,-0.5949106557338837,99.40508934426612,null,null
Tue Mar 31 14:00:00 UTC 2026,-345.9965499999962,null,13.052630327872691,113.05263032787269,null,null
Tue Mar 31 15:00:00 UTC 2026,-540.9965499999962,null,26.70017131147921,126.70017131147921,null,null
Tue Mar 31 16:00:00 UTC 2026,-541.9965499999962,null,40.347712295085756,140.34771229508576,null,null
Tue Mar 31 17:00:00 UTC 2026,-790.9965499999962,null,53.9952532786923,153.9952532786923,null,null
Tue Mar 31 18:00:00 UTC 2026,-902.9965499999962,null,67.64279426229885,167.64279426229888,null,null
Tue Mar 31 19:00:00 UTC 2026,-644.9965499999962,null,81.29033524590545,181.29033524590542,null,null
