date,P_Kweek_-85_Kday_0_ETE_67_ORD_69_EXT_84_E2Ekor_82_EXTkor_66_DIFF_26,a,b,c,d,e
Sun Apr 19 02:00:00 UTC 2026,457.9180000000051,null,null,null,null,800.040093023261
Sun Apr 19 03:00:00 UTC 2026,457.9180000000051,null,null,null,null,795.7464883720982
Sun Apr 19 04:00:00 UTC 2026,457.9180000000051,null,null,null,null,791.4528837209352
Sun Apr 19 05:00:00 UTC 2026,457.9180000000051,null,null,null,null,787.1592790697725
Sun Apr 19 06:00:00 UTC 2026,457.9180000000051,null,null,null,null,782.8656744186098
Sun Apr 19 07:00:00 UTC 2026,457.9180000000051,null,null,null,null,778.572069767447
Sun Apr 19 08:00:00 UTC 2026,457.9180000000051,null,null,null,null,774.2784651162842
Sun Apr 19 09:00:00 UTC 2026,457.9180000000051,null,null,null,null,769.9848604651214
Sun Apr 19 10:00:00 UTC 2026,457.9180000000051,null,null,null,null,765.6912558139586
Sun Apr 19 11:00:00 UTC 2026,457.9180000000051,null,null,null,null,761.3976511627958
Sun Apr 19 12:00:00 UTC 2026,457.9180000000051,null,null,null,null,757.104046511633
Sun Apr 19 13:00:00 UTC 2026,457.9180000000051,null,null,null,null,752.8104418604702
Sun Apr 19 14:00:00 UTC 2026,457.9180000000051,null,null,null,null,748.5168372093074
Sun Apr 19 15:00:00 UTC 2026,457.9180000000051,null,null,null,null,744.2232325581447
Sun Apr 19 16:00:00 UTC 2026,457.9180000000051,null,null,null,null,739.9296279069818
Sun Apr 19 17:00:00 UTC 2026,457.9180000000051,null,null,null,null,735.6360232558192
Sun Apr 19 18:00:00 UTC 2026,457.9180000000051,null,null,null,null,731.3424186046564
Sun Apr 19 19:00:00 UTC 2026,457.9180000000051,null,null,null,null,727.0488139534935
Sun Apr 19 20:00:00 UTC 2026,457.9180000000051,null,null,null,null,722.7552093023307
Sun Apr 19 21:00:00 UTC 2026,214.91800000000512,null,null,null,null,718.4616046511678
Sun Apr 19 22:00:00 UTC 2026,399.9180000000051,null,null,null,null,714.1680000000051
Sun Apr 19 23:00:00 UTC 2026,426.9180000000051,null,null,null,null,709.8743953488424
Mon Apr 20 00:00:00 UTC 2026,528.9180000000051,null,null,null,null,705.5807906976795
Mon Apr 20 01:00:00 UTC 2026,689.9180000000051,null,null,null,null,701.2871860465168
Mon Apr 20 02:00:00 UTC 2026,613.9180000000051,null,null,null,null,696.9935813953539
Mon Apr 20 03:00:00 UTC 2026,447.9180000000051,null,null,null,null,692.6999767441912
Mon Apr 20 04:00:00 UTC 2026,533.9180000000051,null,null,null,null,688.4063720930284
Mon Apr 20 05:00:00 UTC 2026,565.9180000000051,null,null,null,null,684.1127674418656
Mon Apr 20 06:00:00 UTC 2026,462.9180000000051,null,null,null,null,679.8191627907028
