date,P_Kweek_22_Kday_-39_ETE_52_ORD_52_EXT_65_E2Ekor_61_EXTkor_52_DIFF_6694,a,b,c,d,e,f,g,h,i,j
Sun May 31 01:00:00 UTC 2026,-60.05675584362143,0.7745399998966604,null,null,null,null,492.8846317430159,592.8846317430159,null,792.8846317430159
Sun May 31 02:00:00 UTC 2026,-60.05675584362143,-71.22546000010334,null,null,null,null,487.74701706411685,587.7470170641169,null,787.7470170641169
Sun May 31 03:00:00 UTC 2026,-60.05675584362143,-71.22546000010334,null,null,null,null,482.60940238521766,582.6094023852178,null,782.6094023852178
Sun May 31 04:00:00 UTC 2026,-61.957733838733475,-71.22546000010334,null,null,null,null,477.47178770631865,577.4717877063187,null,777.4717877063187
Sun May 31 05:00:00 UTC 2026,-60.05675584362143,-71.22546000010334,null,null,null,null,472.3341730274196,572.3341730274196,null,772.3341730274195
Sun May 31 06:00:00 UTC 2026,-60.05675584362143,-71.22546000010334,null,null,null,null,467.19655834852057,567.1965583485205,null,767.1965583485205
Sun May 31 07:00:00 UTC 2026,-61.957733838733475,-71.22546000010334,null,null,null,null,462.0589436696214,562.0589436696214,null,762.0589436696214
Sun May 31 08:00:00 UTC 2026,-54.353821858296214,-71.22546000010334,null,null,null,null,456.9213289907224,556.9213289907224,null,756.9213289907224
Sun May 31 09:00:00 UTC 2026,-60.05675584362143,-71.22546000010334,null,null,null,null,451.7837143118233,551.7837143118232,null,751.7837143118234
Sun May 31 10:00:00 UTC 2026,-60.05675584362143,-71.22546000010334,null,null,null,null,446.64609963292423,546.6460996329242,null,746.6460996329242
Sun May 31 11:00:00 UTC 2026,-60.05675584362143,-71.22546000010334,null,null,null,null,441.5084849540251,541.5084849540251,null,741.508484954025
Sun May 31 12:00:00 UTC 2026,-63.85871183384552,-71.22546000010334,null,null,null,null,436.37087027512604,536.370870275126,null,736.370870275126
Sun May 31 13:00:00 UTC 2026,-60.05675584362143,-71.22546000010334,null,null,null,null,431.23325559622697,531.233255596227,null,731.233255596227
